"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Magale E.G.","Magale, Eric Gwandega (57226637943)","57226637943","Developing a green bond market in Kenya: perspectives from practitioners and lessons from developing markets","2021","Journal of Sustainable Finance and Investment","","","","","","","3","10.1080/20430795.2021.1953930","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112140546&doi=10.1080%2f20430795.2021.1953930&partnerID=40&md5=e9b0176984478c9df3e0358aa58e72dd","Note","Article in press","All Open Access; Green Open Access","Scopus","2-s2.0-85112140546"
"Maiti M.","Maiti, Moinak (57194640959)","57194640959","Is ESG the succeeding risk factor?","2021","Journal of Sustainable Finance and Investment","11","3","","199","213","14","72","10.1080/20430795.2020.1723380","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079237847&doi=10.1080%2f20430795.2020.1723380&partnerID=40&md5=40bd38d81980f3e28ec2f14cdf72fe09","Article","Final","","Scopus","2-s2.0-85079237847"
"Deschryver P.; de Mariz F.","Deschryver, Pauline (58506106200); de Mariz, Frederic (57003440700)","58506106200; 57003440700","What Future for the Green Bond Market? How Can Policymakers, Companies, and Investors Unlock the Potential of the Green Bond Market?","2020","Journal of Risk and Financial Management","13","3","61","","","","104","10.3390/jrfm13030061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089474526&doi=10.3390%2fjrfm13030061&partnerID=40&md5=543c093b853cf1ac0cff90d4b4b40574","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85089474526"
"Brand D.; Bullen M.; Kuppalli R.","Brand, David (49862589400); Bullen, MaryKate (59096988900); Kuppalli, Radha (22135068100)","49862589400; 59096988900; 22135068100","Sustainable Landscape Investment: A Framework for Governance of Institutional Investment in the Forestry Sector","2020","The Wicked Problem of Forest Policy: A Multidisciplinary Approach to Sustainability in Forest Landscapes","","","","328","353","25","1","10.1017/9781108684439.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137239556&doi=10.1017%2f9781108684439.012&partnerID=40&md5=26de2a8e4a45a0e5b3c5e761a96e47dc","Book chapter","Final","","Scopus","2-s2.0-85137239556"
"Jadhav A.; Rahman S.; Ahsan K.","Jadhav, Akshay (57204558965); Rahman, Shams (7402514584); Ahsan, Kamrul (55901241200)","57204558965; 7402514584; 55901241200","Sustainability practices disclosure of top logistics firms in Australia","2020","International Journal of Logistics Management","33","5","","244","277","33","5","10.1108/IJLM-09-2021-0452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143236639&doi=10.1108%2fIJLM-09-2021-0452&partnerID=40&md5=348c172b662ec698f05c982b09d453cf","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85143236639"
"Zhang R.; Noronha C.; Guan J.","Zhang, Ruopiao (57217009116); Noronha, Carlos (16744456700); Guan, Jieqi (57222429764)","57217009116; 16744456700; 57222429764","The social value generation perspective of corporate performance measurement","2020","Social Responsibility Journal","17","5","","613","630","17","9","10.1108/SRJ-09-2019-0304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085693061&doi=10.1108%2fSRJ-09-2019-0304&partnerID=40&md5=2c509df71fd72d5eead1b1da42ed6971","Review","Final","","Scopus","2-s2.0-85085693061"
"Peillex J.; Comyns B.","Peillex, Jonathan (55694779500); Comyns, Breeda (55675381700)","55694779500; 55675381700","Why do financial companies adopt the United Nations Principles for responsible investment?; [Pourquoi les sociétés financières décident-elles d'adopter les principes des nations unies pour l'investissement responsable ?]","2020","Comptabilite Controle Audit","26","1","","79","117","38","7","10.3917/cca.261.0079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095417738&doi=10.3917%2fcca.261.0079&partnerID=40&md5=7151fa0fbcad8e2891fe4af15ba9df63","Article","Final","","Scopus","2-s2.0-85095417738"
"Nofsinger J.R.; Sulaeman J.; Varma A.","Nofsinger, John R. (6602002307); Sulaeman, Johan (42162064000); Varma, Abhishek (55311856300)","6602002307; 42162064000; 55311856300","Institutional investors and corporate social responsibility","2019","Journal of Corporate Finance","58","","","700","725","25","158","10.1016/j.jcorpfin.2019.07.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070104504&doi=10.1016%2fj.jcorpfin.2019.07.012&partnerID=40&md5=4926a445bd158253310e61295d2cd11b","Article","Final","","Scopus","2-s2.0-85070104504"
"Bridges T.; Eubank D.","Bridges, Trista (57896529700); Eubank, Donald (57897967300)","57896529700; 57897967300","Leading Sustainably: The Path to Sustainable Business and How the SDGs Changed Everything","2020","Leading Sustainably: The Path to Sustainable Business and How the SDGs Changed Everything","","","","1","176","175","6","10.4324/9780367855468","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126978519&doi=10.4324%2f9780367855468&partnerID=40&md5=7e9df61acac7f216234a9ec07d8afd65","Book","Final","","Scopus","2-s2.0-85126978519"
"Bing T.; Li M.","Bing, Tao (57210360034); Li, Meng (57190091971)","57210360034; 57190091971","Does CSR signal the firm value? Evidence from China","2019","Sustainability (Switzerland)","11","15","4255","","","","17","10.3390/su11154255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070445627&doi=10.3390%2fsu11154255&partnerID=40&md5=fcfae6dcc567d8976a72ff583f9e187e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85070445627"
"Zahid M.; Rahman H.U.; Ali W.; Khan M.; Alharthi M.; Imran Qureshi M.; Jan A.","Zahid, Muhammad (57188691578); Rahman, Haseeb Ur (57195622997); Ali, Wajahat (57214276640); Khan, Musa (57211277581); Alharthi, Majed (57191261456); Imran Qureshi, Muhammad (57215487921); Jan, Amin (57546213400)","57188691578; 57195622997; 57214276640; 57211277581; 57191261456; 57215487921; 57546213400","Boardroom gender diversity: Implications for corporate sustainability disclosures in Malaysia","2020","Journal of Cleaner Production","244","","118683","","","","142","10.1016/j.jclepro.2019.118683","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073263158&doi=10.1016%2fj.jclepro.2019.118683&partnerID=40&md5=b9e6bbdbf099a1a3192d727c490ff88b","Article","Final","","Scopus","2-s2.0-85073263158"
"Muñoz-Torres M.J.; Fernández-Izquierdo M.Á.; Rivera-Lirio J.M.; Escrig-Olmedo E.","Muñoz-Torres, María Jesús (15751052500); Fernández-Izquierdo, María Ángeles (6507366845); Rivera-Lirio, Juana M. (15751875500); Escrig-Olmedo, Elena (55450203500)","15751052500; 6507366845; 15751875500; 55450203500","Can environmental, social, and governance rating agencies favor business models that promote a more sustainable development?","2019","Corporate Social Responsibility and Environmental Management","26","2","","439","452","13","94","10.1002/csr.1695","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055751425&doi=10.1002%2fcsr.1695&partnerID=40&md5=c86bccd164976b13279b0165d1f5baf6","Article","Final","","Scopus","2-s2.0-85055751425"
"Landi G.; Sciarelli M.","Landi, Giovanni (57204469585); Sciarelli, Mauro (55824924800)","57204469585; 55824924800","Towards a more ethical market: the impact of ESG rating on corporate financial performance","2019","Social Responsibility Journal","15","1","","11","27","16","153","10.1108/SRJ-11-2017-0254","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055720011&doi=10.1108%2fSRJ-11-2017-0254&partnerID=40&md5=6d4bdff67a1cc5b76c2728cf02f4206f","Article","Final","","Scopus","2-s2.0-85055720011"
"Delsen L.; Lehr A.","Delsen, Lei (24402796100); Lehr, Alex (56725469300)","24402796100; 56725469300","Value matters or values matter? An analysis of heterogeneity in preferences for sustainable investments","2019","Journal of Sustainable Finance and Investment","9","3","","240","261","21","14","10.1080/20430795.2019.1608709","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065431117&doi=10.1080%2f20430795.2019.1608709&partnerID=40&md5=2649d5cce0ed979cc41197be9679350b","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85065431117"
"Louche C.; Busch T.; Crifo P.; Marcus A.","Louche, Celine (8535639900); Busch, Timo (20435349900); Crifo, Patricia (23024075500); Marcus, Alfred (7202550948)","8535639900; 20435349900; 23024075500; 7202550948","Financial Markets and the Transition to a Low-Carbon Economy: Challenging the Dominant Logics","2019","Organization and Environment","32","1","","3","17","14","64","10.1177/1086026619831516","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061672286&doi=10.1177%2f1086026619831516&partnerID=40&md5=1959e400fbf030bfd1c944a078d61e2e","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85061672286"
"Utz S.","Utz, Sebastian (55098733100)","55098733100","Corporate scandals and the reliability of ESG assessments: evidence from an international sample","2019","Review of Managerial Science","13","2","","483","511","28","53","10.1007/s11846-017-0256-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031792206&doi=10.1007%2fs11846-017-0256-x&partnerID=40&md5=4e886204663d96281978496268d90265","Article","Final","","Scopus","2-s2.0-85031792206"
"Crifo P.; Escrig-Olmedo E.; Mottis N.","Crifo, Patricia (23024075500); Escrig-Olmedo, Elena (55450203500); Mottis, Nicolas (27467613600)","23024075500; 55450203500; 27467613600","Corporate Governance as a Key Driver of Corporate Sustainability in France: The Role of Board Members and Investor Relations","2019","Journal of Business Ethics","159","4","","1127","1146","19","100","10.1007/s10551-018-3866-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045138420&doi=10.1007%2fs10551-018-3866-6&partnerID=40&md5=41c55d0d431e991c88d23752186b5dc6","Article","Final","","Scopus","2-s2.0-85045138420"
"Dilling P.F.A.; Caykoylu S.","Dilling, Petra F.A. (57191485726); Caykoylu, Sinan (37065735200)","57191485726; 37065735200","Determinants of companies that disclose high-quality integrated reports","2019","Sustainability (Switzerland)","11","13","3744","","","","48","10.3390/su11133744","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068691669&doi=10.3390%2fsu11133744&partnerID=40&md5=b476b42390d6a9a7781a50176f272275","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85068691669"
"Von Cikanek S.J.; Landis C.","Von Cikanek, Sebastian Johannes (57210973281); Landis, Cristina (57191224007)","57210973281; 57191224007","Sustainability reporting in the banking industry: An analysis of the reporting practice of German full-service banks in the context of the csr directive implementation act; [Nachhaltigkeitsberichterstattung im bankensektor: Eine analyse der berichtspraxis deutscher universalbanken im lichte des csr-richtlinie-umsetzungsgesetzes]","2019","Betriebswirtschaftliche Forschung und Praxis","71","4","","411","443","32","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072066577&partnerID=40&md5=5c2bea92f2d029c6b89c0a1d17f96bc2","Article","Final","","Scopus","2-s2.0-85072066577"
"Maqbool S.; Bakr A.","Maqbool, Shafat (57218170962); Bakr, Abu (57339119500)","57218170962; 57339119500","The curvilinear relationship between corporate social performance and financial performance: Evidence from Indian companies","2019","Journal of Global Responsibility","10","1","","87","100","13","33","10.1108/JGR-11-2018-0060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071983885&doi=10.1108%2fJGR-11-2018-0060&partnerID=40&md5=4a53b063c9b432b1be3d93467eca3b21","Article","Final","","Scopus","2-s2.0-85071983885"
"Mehera A.R.; Islam S.M.N.; Kannan S.","Mehera, Asoke Rocky (57208530884); Islam, Sardar M. N. (7202012941); Kannan, Selvi (55565101200)","57208530884; 7202012941; 55565101200","SUSTAINABLE AND SHARED VALUE CREATION: INNOVATIVE STRATEGIES FOR ORGANISATIONAL SUCCESS","2020","Sustainable and Shared Value Creation: Innovative Strategies for Organisational Success","","","","1","172","171","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146725088&partnerID=40&md5=767947d0156f3d81aec26616c72ab683","Article","Final","","Scopus","2-s2.0-85146725088"
"Chevrollier N.; Zhang J.; van Leeuwen T.; Nijhof A.","Chevrollier, Nicolas (6506858112); Zhang, Jianhong (37065630500); van Leeuwen, Thijs (57214084000); Nijhof, André (6602742790)","6506858112; 37065630500; 57214084000; 6602742790","The predictive value of strategic orientation for ESG performance over time","2020","Corporate Governance (Bingley)","20","1","","123","142","19","38","10.1108/CG-03-2019-0105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078199775&doi=10.1108%2fCG-03-2019-0105&partnerID=40&md5=c651e473f35849577aea16889eca7f1b","Article","Final","","Scopus","2-s2.0-85078199775"
"Lieberman D.","Lieberman, Diana (57218266002)","57218266002","Impact investing 2.0-not just for do-gooders anymore","2020","Journal of Investing","29","2","","58","69","11","2","10.3905/joi.2019.1.112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088513427&doi=10.3905%2fjoi.2019.1.112&partnerID=40&md5=9f7f5b7829c13f83b16d98c21156ea70","Article","Final","","Scopus","2-s2.0-85088513427"
"Durán-Santomil P.; Otero-González L.; Correia-Domingues R.H.; Reboredo J.C.","Durán-Santomil, Pablo (57200197051); Otero-González, Luis (24780061800); Correia-Domingues, Renato Heitor (57209271835); Reboredo, Juan Carlos (6507119948)","57200197051; 24780061800; 57209271835; 6507119948","Does sustainability score impact mutual fund performance?","2019","Sustainability (Switzerland)","11","10","2972","","","","35","10.3390/su11102972","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067113274&doi=10.3390%2fsu11102972&partnerID=40&md5=adbaf36ae788ea24bc58d8da370047a8","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85067113274"
"García F.; González-Bueno J.; Oliver J.; Riley N.","García, Fernando (57201603362); González-Bueno, Jairo (57204242343); Oliver, Javier (57214847617); Riley, Nicola (24484972400)","57201603362; 57204242343; 57214847617; 24484972400","Selecting socially responsible portfolios: A fuzzy multicriteria approach","2019","Sustainability (Switzerland)","11","9","2496","","","","36","10.3390/su11092496","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066956045&doi=10.3390%2fsu11092496&partnerID=40&md5=d9c6f0ee063adb599f417f4764beac5e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85066956045"
"Beunza D.; Ferraro F.","Beunza, Daniel (13408933100); Ferraro, Fabrizio (7102812412)","13408933100; 7102812412","Performative Work: Bridging Performativity and Institutional Theory in the Responsible Investment Field","2019","Organization Studies","40","4","","515","543","28","44","10.1177/0170840617747917","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042414344&doi=10.1177%2f0170840617747917&partnerID=40&md5=b5801a5c93baf533c11b835545b29b7f","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85042414344"
"Rochell J.; Cauthorn T.; Höck A.; Zwergel B.","Rochell, Janina (57214333373); Cauthorn, Thomas (57190890584); Höck, André (57215668727); Zwergel, Bernhard (26644632100)","57214333373; 57190890584; 57215668727; 26644632100","Drivers of socially responsible investments across europe","2020","Credit and Capital Markets","53","4","","493","512","19","0","10.3790/ccm.53.4.493","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100518839&doi=10.3790%2fccm.53.4.493&partnerID=40&md5=216202226613081c4164e4ab3d934c8f","Article","Final","","Scopus","2-s2.0-85100518839"
"Niblock S.J.; Costa B.A.; Jakob K.; Sinnewe E.","Niblock, Scott J. (55967813300); Costa, Bruce A. (36010579200); Jakob, Keith (7004004682); Sinnewe, Elisabeth (56495390600)","55967813300; 36010579200; 7004004682; 56495390600","Risk-adjusted returns of socially responsible mutual funds II: How do they stack up in Australia?","2020","Journal of Investing","29","2","","80","97","17","3","10.3905/joi.2019.1.113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088538676&doi=10.3905%2fjoi.2019.1.113&partnerID=40&md5=d01761176a5dc2287fa43688b457c4f0","Review","Final","","Scopus","2-s2.0-85088538676"
"Matallín-Sáez J.C.; Soler-Domínguez A.; Tortosa-Ausina E.; de Mingo-López D.V.","Matallín-Sáez, Juan Carlos (6507665379); Soler-Domínguez, Amparo (49962401400); Tortosa-Ausina, Emili (6602406489); de Mingo-López, Diego Víctor (56377893700)","6507665379; 49962401400; 6602406489; 56377893700","Ethical strategy focus and mutual fund management: Performance and persistence","2019","Journal of Cleaner Production","213","","","618","633","15","24","10.1016/j.jclepro.2018.12.130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059004385&doi=10.1016%2fj.jclepro.2018.12.130&partnerID=40&md5=05556413f51a5037c7043d9803753404","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85059004385"
"Wei J.","Wei, Jiaying (57218210855)","57218210855","Environmental, social, and governance proposals and shareholder activism","2020","Journal of Portfolio Management","46","3","","49","64","15","6","10.3905/jpm.2020.46.3.049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088295331&doi=10.3905%2fjpm.2020.46.3.049&partnerID=40&md5=293f85c00a36712b1b437d0877fb84db","Conference paper","Final","","Scopus","2-s2.0-85088295331"
"Plagge J.-C.; Grim D.M.","Plagge, Jan-Carl (56593665900); Grim, Douglas M. (57218211810)","56593665900; 57218211810","Have investors paid a performance price? Examining the behavior of esgequity funds","2020","Journal of Portfolio Management","46","3","","123","140","17","16","10.3905/jpm.2020.46.3.123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088312895&doi=10.3905%2fjpm.2020.46.3.123&partnerID=40&md5=3c5638393ca7f9d4c0bc3680430a640b","Article","Final","","Scopus","2-s2.0-85088312895"
"Esterhuyse L.","Esterhuyse, Leana (57189519316)","57189519316","Towards corporate transparency: The link between inclusion in a socially responsible investment index and investor relations practices","2019","Bottom Line","32","4","","290","307","17","17","10.1108/BL-03-2019-0081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074414039&doi=10.1108%2fBL-03-2019-0081&partnerID=40&md5=ef3002ec32e508f606d4ac32c4b48571","Article","Final","","Scopus","2-s2.0-85074414039"
"Nerlinger M.","Nerlinger, Martin (57221870369)","57221870369","Will the dax 50 esg establish the standard for german sustainable investments? A sustainability and financial performance analysis","2020","Credit and Capital Markets","53","4","","461","491","30","2","10.3790/ccm.53.4.461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100504006&doi=10.3790%2fccm.53.4.461&partnerID=40&md5=f99b5ce12761d82cbc924552817e8fed","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85100504006"
"Ziolo M.; Filipiak B.Z.; Bak I.; Cheba K.","Ziolo, Magdalena (56158527900); Filipiak, Beata Zofia (57203893693); Bak, Iwona (57195418401); Cheba, Katarzyna (56809457600)","56158527900; 57203893693; 57195418401; 56809457600","How to design more sustainable financial systems: The roles of environmental, social, and governance factors in the decision-making process","2019","Sustainability (Switzerland)","11","20","5604","","","","84","10.3390/su11205604","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073964759&doi=10.3390%2fsu11205604&partnerID=40&md5=04eb1ce322389287547d469e44bea649","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85073964759"
"Ahmed D.A.H.; Eliwa Y.; Power D.M.","Ahmed, Dr Ahmed Hassan (59159575500); Eliwa, Yasser (57951070200); Power, David M. (7101806788)","59159575500; 57951070200; 7101806788","The impact of corporate social and environmental practices on the cost of equity capital: UK evidence","2019","International Journal of Accounting and Information Management","27","3","","425","441","16","20","10.1108/IJAIM-11-2017-0141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073609729&doi=10.1108%2fIJAIM-11-2017-0141&partnerID=40&md5=ac43c97775a9012afb648d4b3c85ab11","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85073609729"
"Nuber C.; Velte P.; Hörisch J.","Nuber, Claudio (57209345029); Velte, Patrick (15047313900); Hörisch, Jacob (55874191000)","57209345029; 15047313900; 55874191000","The curvilinear and time-lagging impact of sustainability performance on financial performance: Evidence from Germany","2020","Corporate Social Responsibility and Environmental Management","27","1","","232","243","11","44","10.1002/csr.1795","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067459978&doi=10.1002%2fcsr.1795&partnerID=40&md5=cd091e81b64aa8802d319451a8440fdc","Article","Final","","Scopus","2-s2.0-85067459978"
"Paltrinieri A.; Dreassi A.; Migliavacca M.; Piserà S.","Paltrinieri, Andrea (56543538600); Dreassi, Alberto (36663477100); Migliavacca, Milena (57205272453); Piserà, Stefano (57210920117)","56543538600; 36663477100; 57205272453; 57210920117","Islamic finance development and banking ESG scores: Evidence from a cross-country analysis","2020","Research in International Business and Finance","51","","101100","","","","55","10.1016/j.ribaf.2019.101100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071889590&doi=10.1016%2fj.ribaf.2019.101100&partnerID=40&md5=c3ab23c878ced71cf512abace10139ab","Article","Final","","Scopus","2-s2.0-85071889590"
"Boermans M.A.; Galema R.","Boermans, Martijn A. (36975101800); Galema, Rients (24528433400)","36975101800; 24528433400","Are pension funds actively decarbonizing their portfolios?","2019","Ecological Economics","161","","","50","60","10","40","10.1016/j.ecolecon.2019.03.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063157773&doi=10.1016%2fj.ecolecon.2019.03.008&partnerID=40&md5=eec755db3c226eb9ab2f58cd490147f8","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85063157773"
"Hunt C.; Weber O.","Hunt, Chelsie (57202309494); Weber, Olaf (7004486571)","57202309494; 7004486571","Fossil Fuel Divestment Strategies: Financial and Carbon-Related Consequences","2019","Organization and Environment","32","1","","41","61","20","63","10.1177/1086026618773985","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047827897&doi=10.1177%2f1086026618773985&partnerID=40&md5=a316f5d6f24c63009f928a3b467c8678","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85047827897"
"Monciardini D.; Conaldi G.","Monciardini, David (57185675700); Conaldi, Guido (36805542900)","57185675700; 36805542900","The European regulation of corporate social responsibility: The role of beneficiaries' intermediaries","2019","Regulation and Governance","13","2","","240","259","19","15","10.1111/rego.12248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063676435&doi=10.1111%2frego.12248&partnerID=40&md5=8e6559a464bc8567b363b8e7851e4c0f","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85063676435"
"Camilleri M.A.","Camilleri, Mark Anthony (55916086300)","55916086300","The market for socially responsible investments: A review and evaluation","2020","CSR and Socially Responsible Investing Strategies in Transitioning and Emerging Economies","","","","171","188","17","4","10.4018/978-1-7998-2193-9.ch009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136899390&doi=10.4018%2f978-1-7998-2193-9.ch009&partnerID=40&md5=2bb3e51c8ce8ed484d73e5bbc3dd0797","Book chapter","Final","","Scopus","2-s2.0-85136899390"
"Meher B.K.; Hawaldar I.T.; Mohapatra L.; Spulbar C.; Birau R.","Meher, Bharat Kumar (57216872428); Hawaldar, Iqbal Thonse (57199327830); Mohapatra, Latasha (57216883356); Spulbar, Cristi (36710656800); Birau, Ramona (55907587900)","57216872428; 57199327830; 57216883356; 36710656800; 55907587900","The effects of environment, society and governance scores on investment returns and stock market volatility","2020","International Journal of Energy Economics and Policy","10","4","","234","239","5","19","10.32479/ijeep.9311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085122725&doi=10.32479%2fijeep.9311&partnerID=40&md5=1fa176ec1f1cf42dad9e1b5d1ee47861","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85085122725"
"Tlili M.; Ben Othman H.; Hussainey K.","Tlili, Maroua (57211434614); Ben Othman, Hakim (57221643920); Hussainey, Khaled (16444230900)","57211434614; 57221643920; 16444230900","Does integrated reporting enhance the value relevance of organizational capital? Evidence from the South African context","2019","Journal of Intellectual Capital","20","5","","642","661","19","32","10.1108/JIC-02-2019-0034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073922123&doi=10.1108%2fJIC-02-2019-0034&partnerID=40&md5=2582bf563b319b87c34456a2fd082279","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85073922123"
"Friede G.","Friede, Gunnar (57201393891)","57201393891","Why don't we see more action? A metasynthesis of the investor impediments to integrate environmental, social, and governance factors","2019","Business Strategy and the Environment","28","6","","1260","1282","22","54","10.1002/bse.2346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068639503&doi=10.1002%2fbse.2346&partnerID=40&md5=8cf4c859ddf376e64ed2a22ab934a128","Article","Final","","Scopus","2-s2.0-85068639503"
"de Silva Lokuwaduge C.S.; Smark C.; Mir M.","de Silva Lokuwaduge, Chitra S. (57190586226); Smark, Ciorstan (15045956100); Mir, Monir (15731332500)","57190586226; 15045956100; 15731332500","Sustainable development goals and businesses as active change agents","2020","Australasian Accounting, Business and Finance Journal","14","3","1","","","","15","10.14453/aabfj.v14i3.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087349492&doi=10.14453%2faabfj.v14i3.1&partnerID=40&md5=86ce0ea713ef7ab56f8c50fd2c343652","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85087349492"
"Murashima M.","Murashima, Miho (57216923054)","57216923054","Csr activity, visibility, and firm value in the long term: Evidence from japan","2020","Asia-Pacific Social Science Review","20","4","","1","16","15","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097815874&partnerID=40&md5=2d2947b3d4bb7aa49375a2ba2acb10b4","Article","Final","","Scopus","2-s2.0-85097815874"
"Badía G.; Pina V.; Torres L.","Badía, Guillermo (57015184700); Pina, Vicente (55942428500); Torres, Lourdes (8122654900)","57015184700; 55942428500; 8122654900","Financial performance of government bond portfolios based on environmental, social and governance criteria","2019","Sustainability (Switzerland)","11","9","2514","","","","18","10.3390/su11092514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066924863&doi=10.3390%2fsu11092514&partnerID=40&md5=eb48dd7d1b97fc8098f8ac3f2d32b3ce","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85066924863"
"Micilotta F.","Micilotta, Flavia (59150395100)","59150395100","5 - Transparency and Accountability Standards for Sustainable and Responsible Investments","2020","Making the Financial System Sustainable","","","","104","121","17","0","10.1017/9781108908269.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194752665&doi=10.1017%2f9781108908269.008&partnerID=40&md5=502198b0157ac83aae44f637d870af90","Book chapter","Final","","Scopus","2-s2.0-85194752665"
"López-Arceiz F.J.; Santamaría R.; Del C.","López-Arceiz, Francisco J. (56512435300); Santamaría, Rafael (35323100500); Del, Cristinarío (57219004932)","56512435300; 35323100500; 57219004932","Sustainability for European investors: Evidence from a sustainable ranking; [Sostenibilidad para los inversores europeos: Evidencia desde un ranking sostenible]","2020","Revista de Contabilidad-Spanish Accounting Review","23","2","","148","166","18","15","10.6018/rcsar.369331","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091016887&doi=10.6018%2frcsar.369331&partnerID=40&md5=2e13995aad42f4f746c6b9bea7160b1e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85091016887"
"Andreu-Pinillos A.; Fernández-Fernández J.L.; Fernández-Mateo J.","Andreu-Pinillos, Alberto (57204180718); Fernández-Fernández, José-Luis (56969104600); Fernández-Mateo, Joaquín (57204188233)","57204180718; 56969104600; 57204188233","Corporate governance in sustainability indexes: A Spanish case study; [El gobierno corporativo en los índices de sostenibilidad: Un estudio de caso español]","2020","Revista de Comunicacion","19","2","","7","28","21","3","10.26441/RC19.2-2020-A1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091905636&doi=10.26441%2fRC19.2-2020-A1&partnerID=40&md5=1b5b4c39df24e0a359bc8c2473e67699","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85091905636"
